Section,Ticker,Price,Relative Strength Percentile,1 Month Ago Percentile,3 Months Ago Percentile,6 Months Ago Percentile,Sector,Industry
🔹 Breakout: New Leader,TBRG,23.13,90,94.0,99.0,98.0,Healthcare,Health Information Services
🔹 Breakout: New Leader,OMAB,102.41,90,94.0,92.0,69.0,Industrials,Airports & Air Services
🔹 Breakout: New Leader,CAE,28.43,90,91.0,93.0,88.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,ULS,70.03,90,95.0,93.0,86.0,Industrials,Specialty Business Services
🔹 Breakout: New Leader,TT,472.54,90,88.0,88.0,73.0,Industrials,Building Products & Equipment
🔹 Breakout: New Leader,BWFG,39.82,90,89.0,92.0,80.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,SGDM,45.21,90,93.0,96.0,78.0,ETF,ETF
🔹 Breakout: New Leader,NATO,36.15,90,92.0,91.0,60.0,ETF,ETF
🔹 Breakout: New Leader,ESPO,106.78,90,93.0,95.0,90.0,ETF,ETF
🔹 Breakout: New Leader,GFI,24.62,90,93.0,96.0,61.0,Basic Materials,Gold
🔹 Breakout: New Leader,WNS,74.75,90,76.0,89.0,78.0,Technology,Information Technology Services
🔹 Breakout: New Leader,SIL,49.01,90,91.0,91.0,65.0,ETF,ETF
🔹 Breakout: New Leader,CHEF,62.68,90,93.0,95.0,94.0,Consumer Defensive,Food Distribution
🔹 Breakout: New Leader,ITRN,40.5,90,89.0,94.0,86.0,Technology,Scientific & Technical Instruments
🔹 Breakout: New Leader,TFPM,23.36,89,92.0,95.0,52.0,Basic Materials,Other Precious Metals & Mining
🔹 Breakout: New Leader,GDMN,50.15,89,94.0,97.0,83.0,ETF,ETF
🔹 Breakout: New Leader,PTGX,56.26,89,92.0,95.0,65.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,EIS,95.1,89,92.0,90.0,89.0,ETF,ETF
🔹 Breakout: New Leader,DBD,57.73,89,92.0,85.0,70.0,Technology,Software - Application
🔹 Breakout: New Leader,AEM,123.74,89,93.0,97.0,91.0,Basic Materials,Gold
🔹 Breakout: New Leader,ITA,198.05,89,90.0,84.0,79.0,ETF,ETF
🔹 Breakout: New Leader,DGP,100.21,89,94.0,98.0,90.0,,
🔹 Breakout: New Leader,PRXG,33.99,89,92.0,91.0,90.0,ETF,ETF
🔹 Breakout: New Leader,KEMQ,22.72,89,90.0,88.0,73.0,ETF,ETF
🔹 Breakout: New Leader,FGM,56.07,89,93.0,94.0,65.0,ETF,ETF
🔹 Breakout: New Leader,NERD,25.28,89,94.0,95.0,88.0,ETF,ETF
🔹 Breakout: New Leader,LAUR,23.03,89,91.0,93.0,88.0,Consumer Defensive,Education & Training Services
🔹 Breakout: New Leader,GSIB,45.13,89,91.0,92.0,86.0,ETF,ETF
🔹 Breakout: New Leader,MRCY,52.76,89,95.0,97.0,91.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,HSBC,64.48,89,87.0,93.0,83.0,Financial Services,Banks - Diversified
🔹 Breakout: New Leader,ISBA,30.3,89,95.0,93.0,87.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,LWAY,25.69,89,85.0,93.0,90.0,Consumer Defensive,Packaged Foods
🔹 Breakout: New Leader,UNFI,28.43,89,78.0,98.0,97.0,Consumer Defensive,Food Distribution
🔹 Breakout: New Leader,OSIS,224.07,89,93.0,96.0,93.0,Technology,Electronic Components
🔹 Breakout: New Leader,TDS,38.98,89,86.0,97.0,95.0,Communication Services,Telecom Services
🔹 Breakout: New Leader,RDWR,27.98,89,93.0,92.0,67.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,ITRI,136.3,89,90.0,86.0,69.0,Technology,Scientific & Technical Instruments
🔹 Breakout: New Leader,CAH,156.33,89,94.0,94.0,83.0,Healthcare,Medical Distribution
🔹 Breakout: New Leader,NCSM,30.5,88,89.0,97.0,96.0,Energy,Oil & Gas Equipment & Services
🔹 Breakout: New Leader,TR,39.23,88,63.0,85.0,55.0,Consumer Defensive,Confectioners
🔹 Breakout: New Leader,ODDS,32.03,88,90.0,89.0,83.0,ETF,ETF
🔹 Breakout: New Leader,CRWL,35.5,88,97.0,91.0,87.0,ETF,ETF
🔹 Breakout: New Leader,HERO,31.29,88,93.0,94.0,79.0,ETF,ETF
🔹 Breakout: New Leader,UGL,34.66,88,93.0,97.0,89.0,ETF,ETF
🔹 Breakout: New Leader,BKNG,5678.75,88,90.0,94.0,85.0,Consumer Cyclical,Travel Services
🔹 Breakout: New Leader,MSB,32.2,88,54.0,96.0,85.0,Basic Materials,Steel
🔹 Breakout: New Leader,FHI,48.86,88,83.0,87.0,68.0,Financial Services,Asset Management
🔹 Breakout: New Leader,DFII,25.56,88,89.0,90.0,88.0,ETF,ETF
🔹 Breakout: New Leader,AUMI,53.25,88,93.0,97.0,87.0,ETF,ETF
🔹 Breakout: New Leader,RING,44.56,87,91.0,95.0,79.0,ETF,ETF
🔹 Breakout: New Leader,ATGE,113.83,87,95.0,97.0,95.0,Consumer Defensive,Education & Training Services
🔹 Breakout: New Leader,GOEX,44.41,87,92.0,95.0,79.0,ETF,ETF
🔹 Breakout: New Leader,UTES,79.13,87,88.0,89.0,88.0,ETF,ETF
🔹 Breakout: New Leader,SLM,32.79,87,91.0,92.0,91.0,Financial Services,Credit Services
🔹 Breakout: New Leader,NFG,85.99,87,91.0,94.0,89.0,Energy,Oil & Gas Integrated
🔹 Breakout: New Leader,GOAU,29.16,87,91.0,95.0,69.0,ETF,ETF
🔹 Breakout: New Leader,CBNK,34.39,87,91.0,94.0,91.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,EXEEW,112.52,87,92.0,91.0,89.0,Energy,Oil & Gas E&P
🔹 Breakout: New Leader,CASY,525.04,87,89.0,93.0,86.0,Consumer Cyclical,Specialty Retail
🔹 Breakout: New Leader,SGDJ,49.74,87,92.0,95.0,73.0,ETF,ETF
🔹 Breakout: New Leader,GDXJ,66.12,87,92.0,95.0,76.0,ETF,ETF
🔹 Breakout: New Leader,BETZ,23.99,87,90.0,85.0,75.0,ETF,ETF
🔹 Breakout: New Leader,PPA,147.19,87,89.0,85.0,79.0,ETF,ETF
🔹 Breakout: New Leader,KB,78.4,87,95.0,70.0,64.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,AFK,21.1,87,87.0,87.0,68.0,ETF,ETF
🔹 Breakout: New Leader,BABA,122.15,87,82.0,96.0,82.0,Consumer Cyclical,Internet Retail
🔹 Breakout: New Leader,GCAD,43.27,87,89.0,79.0,78.0,ETF,ETF
🔹 Breakout: New Leader,BAP,235.0,87,89.0,89.0,68.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,UAE,20.32,87,85.0,90.0,82.0,ETF,ETF
🔹 Breakout: New Leader,IDT,57.36,87,96.0,92.0,82.0,Communication Services,Telecom Services
🔹 Breakout: New Leader,ERJ,47.39,87,95.0,96.0,94.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,CSV,45.4,86,92.0,92.0,91.0,Consumer Cyclical,Personal Services
🔹 Breakout: New Leader,ISRA,52.03,86,90.0,88.0,86.0,ETF,ETF
🔹 Breakout: New Leader,FDNI,34.67,86,87.0,90.0,83.0,ETF,ETF
🔹 Breakout: New Leader,FTNT,104.88,86,90.0,96.0,94.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,IRON,59.48,86,60.0,91.0,89.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,MISL,39.13,86,88.0,81.0,69.0,ETF,ETF
🔹 Breakout: New Leader,IFS,35.71,86,93.0,96.0,87.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,UGI,35.66,86,91.0,93.0,89.0,Utilities,Utilities - Regulated Gas
🔹 Breakout: New Leader,CPER,34.79,86,73.0,81.0,50.0,ETF,ETF
🔹 Breakout: New Leader,WHLRD,34.78,86,95.0,98.0,96.0,Real Estate,REIT - Retail
🔹 Breakout: New Leader,GDX,52.59,86,91.0,95.0,74.0,ETF,ETF
🔹 Breakout: New Leader,CHPY,54.7,86,91.0,91.0,87.0,ETF,ETF
🔹 Breakout: New Leader,SFM,159.6,86,93.0,98.0,97.0,Consumer Defensive,Grocery Stores
🔹 Breakout: New Leader,FXI,38.48,86,84.0,91.0,82.0,ETF,ETF
🔹 Breakout: New Leader,CXSE,37.58,86,75.0,86.0,64.0,ETF,ETF
🔹 Breakout: New Leader,BFC,125.96,86,90.0,92.0,79.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,TGTX,35.99,86,92.0,99.0,95.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,ALNY,324.79,86,89.0,90.0,89.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,CM,73.9,85,88.0,88.0,78.0,Financial Services,Banks - Diversified
🔹 Breakout: New Leader,TKO,170.74,85,93.0,96.0,94.0,Communication Services,Entertainment
🔹 Breakout: New Leader,MCB,72.84,85,93.0,91.0,89.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,FRAF,42.04,85,68.0,93.0,69.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,ARVR,46.79,85,88.0,83.0,68.0,ETF,ETF
🔹 Breakout: New Leader,EUFN,32.25,85,89.0,94.0,71.0,ETF,ETF
🔹 Breakout: New Leader,FPA,35.97,85,88.0,81.0,51.0,ETF,ETF
🔹 Breakout: New Leader,CBTA,32.14,85,88.0,89.0,86.0,ETF,ETF
🔹 Breakout: New Leader,STHH,53.03,85,95.0,89.0,86.0,ETF,ETF
🔹 Breakout: New Leader,IPI,35.17,85,94.0,96.0,83.0,Basic Materials,Agricultural Inputs
🔹 Breakout: New Leader,WTS,252.2,85,88.0,74.0,55.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,LENZ,31.51,85,91.0,94.0,81.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,KGRN,28.25,85,79.0,89.0,67.0,ETF,ETF
🔹 Breakout: New Leader,PALU,26.13,85,88.0,87.0,86.0,ETF,ETF
🔹 Breakout: New Leader,LRN,128.42,85,95.0,98.0,97.0,Consumer Defensive,Education & Training Services
🔹 Breakout: New Leader,CDNS,333.76,84,71.0,86.0,69.0,Technology,Software - Application
🔹 Breakout: New Leader,TTWO,226.1,84,92.0,97.0,84.0,Communication Services,Electronic Gaming & Multimedia
🔹 Breakout: New Leader,UXAP,36.14,84,87.0,86.0,85.0,ETF,ETF
🔹 Breakout: New Leader,IMAX,26.97,84,89.0,92.0,88.0,Communication Services,Entertainment
🔹 Breakout: New Leader,FLCH,23.12,84,79.0,89.0,71.0,ETF,ETF
🔹 Breakout: New Leader,NIC,133.58,84,90.0,92.0,88.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,CCEP,98.16,84,79.0,92.0,60.0,Consumer Defensive,Beverages - Non-Alcoholic
🔹 Breakout: New Leader,GDE,48.38,84,87.0,91.0,84.0,ETF,ETF
🔹 Breakout: New Leader,EWS,27.18,84,84.0,91.0,78.0,ETF,ETF
🔹 Breakout: New Leader,NTNX,74.28,84,84.0,89.0,84.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,MCHI,58.7,84,79.0,89.0,72.0,ETF,ETF
🔹 Breakout: New Leader,RPRX,37.06,84,90.0,89.0,75.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,PAC,222.46,84,90.0,90.0,73.0,Industrials,Airports & Air Services
🔹 Breakout: New Leader,PAYC,236.44,84,88.0,94.0,71.0,Technology,Software - Application
🔹 Breakout: New Leader,GILD,113.03,84,88.0,95.0,88.0,Healthcare,Drug Manufacturers - General
🔹 Breakout: New Leader,CIB,43.77,84,89.0,91.0,85.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,MRX,37.4,84,95.0,98.0,96.0,Financial Services,Capital Markets
🔹 Breakout: New Leader,GRID,144.13,84,83.0,57.0,54.0,ETF,ETF
🔹 Breakout: New Leader,GXC,93.3,83,76.0,87.0,67.0,ETF,ETF
🔹 Breakout: New Leader,CQQQ,47.19,83,77.0,88.0,79.0,ETF,ETF
🔹 Breakout: New Leader,SIVR,36.34,83,79.0,85.0,73.0,ETF,ETF
🔹 Breakout: New Leader,TPTA,21.25,83,74.0,88.0,54.0,,
🔹 Breakout: New Leader,DUOL,340.49,83,95.0,97.0,96.0,Technology,Software - Application
🔹 Breakout: New Leader,RVNL,35.06,83,93.0,97.0,84.0,ETF,ETF
🔹 Breakout: New Leader,MINV,32.83,83,76.0,68.0,59.0,ETF,ETF
🔹 Breakout: New Leader,EWI,48.78,83,88.0,91.0,55.0,ETF,ETF
🔹 Breakout: New Leader,SLV,34.64,83,79.0,85.0,73.0,ETF,ETF
🔹 Breakout: New Leader,CGRO,28.01,83,77.0,89.0,77.0,ETF,ETF
🔹 Breakout: New Leader,GVAL,27.81,83,85.0,92.0,52.0,ETF,ETF
🔹 Breakout: New Leader,MCH,26.41,83,73.0,79.0,68.0,ETF,ETF
🔹 Breakout: New Leader,DAX,44.24,83,90.0,93.0,72.0,ETF,ETF
🔹 Breakout: New Leader,RBA,108.48,83,86.0,93.0,82.0,Industrials,Specialty Business Services
🔹 Breakout: New Leader,MELI,2354.11,83,92.0,96.0,60.0,Consumer Cyclical,Internet Retail
🔹 Breakout: New Leader,YGLD,34.03,83,91.0,96.0,64.0,ETF,ETF
🔹 Breakout: New Leader,BMO,113.34,83,85.0,78.0,70.0,Financial Services,Banks - Diversified
🔹 Breakout: New Leader,TXNM,56.85,83,88.0,94.0,84.0,Utilities,Utilities - Regulated Electric
🔹 Breakout: New Leader,QCML,20.13,83,87.0,86.0,83.0,ETF,ETF
🔹 Breakout: New Leader,SPR,41.6,82,81.0,83.0,61.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,GL,134.16,82,79.0,93.0,87.0,Financial Services,Insurance - Life
🔹 Breakout: New Leader,AZTD,27.8,82,84.0,80.0,64.0,ETF,ETF
🔹 Breakout: New Leader,FOWF,29.89,82,83.0,82.0,52.0,ETF,ETF
🔹 Breakout: New Leader,TDG,1606.39,82,74.0,85.0,70.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,SFD,23.72,82,82.0,86.0,72.0,Consumer Defensive,Packaged Foods
🔹 Breakout: New Leader,THMZ,31.0,82,87.0,89.0,83.0,ETF,ETF
🔹 Breakout: New Leader,CIBR,74.31,82,88.0,87.0,83.0,ETF,ETF
🔹 Breakout: New Leader,PAAS,28.51,82,88.0,89.0,87.0,Basic Materials,Gold
🔹 Breakout: New Leader,FLGR,32.93,82,89.0,93.0,71.0,ETF,ETF
🔹 Breakout: New Leader,IVRS,39.24,82,77.0,64.0,54.0,ETF,ETF
🔹 Breakout: New Leader,EXEEL,96.29,82,95.0,93.0,91.0,Energy,Oil & Gas E&P
🔹 Breakout: New Leader,KT,20.04,82,90.0,95.0,84.0,Communication Services,Telecom Services
🔹 Breakout: New Leader,ETR,86.68,82,84.0,94.0,90.0,Utilities,Utilities - Regulated Electric
🔹 Breakout: New Leader,TCHI,21.16,82,68.0,78.0,74.0,ETF,ETF
🔹 Breakout: New Leader,PIZ,45.62,82,88.0,90.0,71.0,ETF,ETF
🔹 Breakout: New Leader,FPXE,31.66,81,86.0,81.0,71.0,ETF,ETF
🔹 Breakout: New Leader,DINT,26.4,81,82.0,83.0,55.0,ETF,ETF
🔹 Breakout: New Leader,ONIT,38.35,81,92.0,94.0,89.0,Financial Services,Mortgage Finance
🔹 Breakout: New Leader,KCAI,31.89,81,79.0,63.0,56.0,ETF,ETF
🔹 Breakout: New Leader,EWG,41.67,81,89.0,93.0,70.0,ETF,ETF
🔹 Breakout: New Leader,BPI,43.6,81,80.0,84.0,83.0,ETF,ETF
🔹 Breakout: New Leader,EPR,56.7,81,88.0,87.0,54.0,Real Estate,REIT - Specialty
🔹 Breakout: New Leader,WELL,158.29,81,84.0,95.0,89.0,Real Estate,REIT - Healthcare Facilities
🔹 Breakout: New Leader,THFF,55.78,81,88.0,89.0,82.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,IIIV,28.92,81,85.0,78.0,76.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,GLTR,141.31,80,85.0,92.0,76.0,ETF,ETF
🔹 Breakout: New Leader,UTG,37.5,80,81.0,85.0,77.0,Financial Services,Asset Management
🔹 Breakout: New Leader,FDP,35.63,80,77.0,93.0,71.0,Consumer Defensive,Farm Products
🔹 Breakout: New Leader,BFAP,24.1,80,83.0,85.0,82.0,ETF,ETF
🔹 Breakout: New Leader,KWEB,36.0,80,73.0,83.0,69.0,ETF,ETF
🔹 Breakout: New Leader,BKGI,38.54,80,87.0,92.0,58.0,ETF,ETF
🔹 Breakout: New Leader,JIVE,70.2,80,84.0,88.0,53.0,ETF,ETF
🔹 Breakout: New Leader,ASHS,31.59,80,67.0,74.0,51.0,ETF,ETF
🔹 Breakout: New Leader,UTSL,39.27,80,77.0,85.0,84.0,ETF,ETF
🔹 Breakout: New Leader,SONY,24.36,80,89.0,96.0,87.0,Technology,Consumer Electronics
🔹 Breakout: New Leader,CEF,30.67,80,85.0,93.0,79.0,ETF,ETF
🔹 Breakout: New Leader,RAYJ,31.33,80,86.0,84.0,69.0,ETF,ETF
🔹 Breakout: New Leader,ISHP,40.48,80,81.0,85.0,83.0,ETF,ETF
🔹 Breakout: New Leader,HG,21.33,80,76.0,86.0,82.0,Financial Services,Insurance - Reinsurance
🔹 Breakout: New Leader,IDMO,50.98,80,86.0,89.0,60.0,ETF,ETF
🔹 Breakout: New Leader,MKL,2011.91,80,83.0,88.0,84.0,Financial Services,Insurance - Property & Casualty
🔹 Breakout: New Leader,EMCS,31.7,80,81.0,80.0,56.0,ETF,ETF
🔹 Breakout: New Leader,ENDW,28.95,80,82.0,84.0,81.0,ETF,ETF
🔹 Breakout: New Leader,CBOE,241.54,80,80.0,89.0,65.0,Financial Services,Financial Data & Stock Exchanges
🔹 Breakout: New Leader,OPPE,47.28,80,83.0,88.0,58.0,ETF,ETF
🔹 Breakout: New Leader,PTEC,39.61,80,76.0,79.0,74.0,ETF,ETF
